ID,Title,Subject,OriginalQuestion,Source,Date,ErrorReason,WrongSolution,CorrectSolution,SRSEnabled,ExposureCount,MasteryScore,MasteryHistory
6f4c942e-27e4-4007-9f4a-5f67b8128db8,化学实验装置连接问题,Chemistry,易错典型题：化学实验装置连接问题。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2026-01-27 23:02:56,粗心大意,没有完全理解概念，知识点混淆了,先记牢相关概念和公式，再应用解题,true,7,0.1834,[]
3586a01a-cb8e-4826-af35-e84f596e2af4,近代不平等条约,Biology,易错典型题：近代不平等条约。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2026-05-29 23:02:56,单位换算错误,公式记错了，应该是另一个公式,首先分析问题，理清思路，再逐步计算,true,7,0.6983,[]
5a4aa63e-b473-4cf4-b1df-795758133cec,物理受力分析,Mathematics,经典错题：物理受力分析。这是一道典型的易错题，需要认真思考。,来自：Final Revision Quiz,2026-01-09 23:02:56,记忆错误,错误原因：使用了错误的方法一，导致结果偏离,强化训练类似题目，总结常见错误和正确思路,true,5,0.0418,[]
ffbc3690-8858-49a2-8f76-af563211210f,数列求和难题,History,题目：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：Weekly Test,2026-03-29 23:02:56,计算过程出错,公式记错了，应该是另一个公式,强化训练类似题目，总结常见错误和正确思路,true,6,0.6271,[]
df8d7c66-0f91-42f3-afdb-f4e5b1e1452e,时区计算问题,Chinese,经典错题：时区计算问题。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2026-06-28 23:02:56,书写错误,没有完全理解概念，知识点混淆了,重新整理知识点，找到正确方法,true,0,0.3761,[]
60d7db51-d6bd-4efa-bf8b-6e1b4cccea42,立体几何三视图,Geography,题目内容：立体几何三视图。这是一道典型的易错题，需要认真思考。,来自：期中考试,2025-08-13 23:02:56,粗心大意,没有完全理解概念，知识点混淆了,计算时保持专注，每一步都要仔细检查,true,5,0.2432,[]
11a4dae7-ff93-4c17-bfe1-e10d8d8d6e3b,生态系统能量流动,Politics,经典错题：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：单元测验,2026-05-02 23:02:56,公式记错,理解题目有偏差，理解错了题目中的关键条件,计算时保持专注，每一步都要仔细检查,true,5,0.6006,[]
3d0e46e1-4bfb-499f-8a4c-63e27479a0e9,时区计算问题,English,题目：时区计算问题。这是一道典型的易错题，需要认真思考。,来自：寒假作业检查,2026-06-02 23:02:56,粗心大意,步骤错了！思路不对，整个方向都错了,重新整理知识点，找到正确方法,true,0,0.6550,[]
8ec470a3-081b-4a59-b091-e2e346740d68,生态系统能量流动,Chemistry,易错典型题：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：Mock Exam 2,2026-04-23 23:02:56,思路不清,步骤错了！思路不对，整个方向都错了,强化训练类似题目，总结常见错误和正确思路,true,4,0.8780,[]
abee6f02-d82d-417d-9754-b0d518f3e3f8,数列求和难题,Biology,题目：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：Final Review,2026-04-02 23:02:56,计算失误,计算步骤出错，中间某一步的数值算错了,首先分析问题，理清思路，再逐步计算,true,5,0.7056,[]
0c179865-8062-4a03-9672-bc793b145065,数列求和难题,Chemistry,题目：数列求和难题。这是一道典型的易错题，需要认真思考。,来自：摸底考试,2025-12-12 23:02:56,概念理解不够全面,计算步骤出错，中间某一步的数值算错了,重新整理知识点，找到正确方法,true,8,0.6496,[]
5000973f-d94c-479f-a492-0e2a32520620,生态系统能量流动,Geography,易错典型题：生态系统能量流动。这是一道典型的易错题，需要认真思考。,来自：End-of-Year Exam,2025-11-03 23:02:56,计算失误,理解题目有偏差，理解错了题目中的关键条件,强化训练类似题目，总结常见错误和正确思路,true,2,0.0879,[]
